Transaction_ID,Customer_ID,Transaction_Date,Amount,Merchant_Category,Transaction_Type,Location,Fraud_Status
2355257e-c7ae-4336-b482-82c4565062ab,2981,11/7/2023,3686.61,Restaurants,Chip Transaction,San Francisco,Genuine
11f4fc24-d99e-4078-8d7c-3f499449dacb,7924,3/22/2023,147.23,Entertainment,Online,Seattle,Genuine
f3365ce1-c7a2-47a7-b14e-5d388289fc5c,4970,12/21/2024,4086.14,Healthcare,Online,Denver,Genuine
d02f0b3f-b393-4141-be95-5f53be0fdb24,5306,7/21/2023,1704.91,Healthcare,Online,Chicago,Genuine
d80c2597-8df1-4b00-af15-739641d47b8e,1046,5/22/2023,2151.61,Clothing,POS,Miami,Genuine
4eae6f85-f8cb-4060-be16-b35a36dd3834,6008,10/25/2023,4931.82,Online Shopping,POS,San Francisco,Genuine
c2aa38c6-b31f-4fe2-81a4-46b29779831d,9188,8/14/2023,1788.07,Clothing,Contactless,New York,Genuine
e19dbcda-1bf0-4098-bc8d-f9970ef410fe,3287,8/17/2023,4998.11,Entertainment,Online,New York,Genuine
152dc6e9-6bc3-4e07-9209-1c3fc78f3551,1323,9/2/2023,1896.34,Restaurants,ATM Withdrawal,Los Angeles,Genuine
725550c4-9aa6-4182-99e3-c4533f8c386f,4382,8/25/2023,4927.63,Gas Stations,Online,Miami,Genuine
118432cb-eb43-44c6-a0cb-c26d78fe95b7,1288,4/22/2023,3465.48,Gas Stations,POS,New York,Genuine
d55a12aa-0f9b-4836-b745-6f4958f2e2c8,3347,3/3/2023,1649.78,Travel,POS,Los Angeles,Genuine
ccb985ac-91d5-4278-bc10-bbc10cca729e,5846,12/2/2024,3254.75,Travel,Online,Boston,Genuine
caf3fdcd-e865-4f79-9b8b-40274a07028c,7797,4/15/2023,580.59,Electronics,POS,San Francisco,Genuine
a9c9e96b-c7b5-4902-9906-ba50c71e5797,6308,5/3/2023,4324.54,Restaurants,Online,Atlanta,Genuine
b675fc86-3603-4852-b5a7-b714cf85ecdf,2308,2/5/2024,1745.18,Entertainment,Contactless,Houston,Genuine
8ec27916-b417-40de-908c-f63be2cb4d82,9478,6/13/2023,532.34,Entertainment,Contactless,Los Angeles,Genuine
40b18464-734e-40e5-a147-4b89e24914da,5186,6/10/2023,3242.4,Clothing,Chip Transaction,New York,Genuine
6800e959-e0b1-49c7-90e3-79d74262a2c2,7215,7/25/2024,2041.65,Online Shopping,ATM Withdrawal,New York,Genuine
793612ba-1c67-4792-8ac0-5420ce0e555f,6318,12/23/2024,4145.62,Electronics,Contactless,New York,Genuine
7c7e2b37-7e7b-4ab0-957b-1b6cfa1d5f4d,8452,9/22/2024,4028.05,Travel,Chip Transaction,Denver,Genuine
4cac09ec-053e-4cf5-8213-2d4ec8ba61dc,6383,12/23/2024,1347.15,Restaurants,Chip Transaction,Los Angeles,Genuine
1cfe1823-8e83-42b6-b02e-5ff9ea5dd36d,8847,8/16/2023,2904.99,Entertainment,Contactless,Houston,Genuine
73ac5500-6050-45ed-a37c-e6fdd5c4c22e,1813,12/19/2024,2825.48,Electronics,ATM Withdrawal,Denver,Genuine
9ef03b03-627d-43c0-be31-a375fd09a630,4274,12/20/2024,4270.21,Healthcare,Contactless,Houston,Genuine
a095e14a-eb23-43ee-ad77-380facfa9ffa,1226,7/26/2023,1446.56,Restaurants,ATM Withdrawal,Los Angeles,Genuine
ec443736-9b9b-43fc-943b-138950eef7e5,5691,5/31/2023,557.72,Online Shopping,Contactless,Miami,Genuine
7bd09f07-5110-46a8-b849-b496d0156b5c,9646,6/25/2023,1513.22,Entertainment,Contactless,Boston,Genuine
c800eaaa-4629-4a59-8a3d-29bd2a768eec,5611,11/23/2024,4987.85,Electronics,Chip Transaction,Chicago,Genuine
2fbbc5b3-04fb-49aa-aa04-54bd610e3748,2167,1/10/2025,4544.02,Electronics,Contactless,San Francisco,Fraudulent
4e4a8a2d-455c-4c6a-9eba-6e0139892b5c,5196,8/18/2024,814.82,Healthcare,Online,Denver,Genuine
271b8f0f-00a2-411d-a119-bd05a2241d40,1673,10/4/2023,3937.75,Travel,ATM Withdrawal,Atlanta,Genuine
dd178c40-9bfd-4e09-846b-b550fc0e8564,6347,12/7/2023,424.44,Online Shopping,Contactless,Miami,Genuine
bb8c3482-6d79-411e-ae33-fabeb5d855f1,9385,6/18/2024,1984.74,Healthcare,Online,Miami,Genuine
53d58796-5f48-48e3-ac69-1feb7fbb7ce2,3295,10/15/2024,4502.61,Restaurants,Chip Transaction,Boston,Genuine
3cbb7512-f4b9-47a2-95bc-93a5536f88d0,9747,5/26/2023,2648.66,Clothing,Online,New York,Genuine
a9ba92cb-fffb-4f77-8106-446756ff1ead,3557,3/28/2024,863.03,Gas Stations,Online,Denver,Genuine
fd238240-eed2-43d8-bc0c-962557f0dde8,5985,6/11/2023,3037.23,Restaurants,Contactless,San Francisco,Genuine
fe62685f-96a8-4beb-8bbe-93539e44f172,6006,10/31/2023,2847.2,Entertainment,Chip Transaction,Denver,Genuine
7756f76b-06b6-4baf-9cda-7f1167a1672f,4013,10/17/2023,3726.87,Entertainment,ATM Withdrawal,Miami,Genuine
06de211b-879d-4c19-b678-b94538c38676,1184,12/19/2023,1848.99,Restaurants,ATM Withdrawal,Denver,Genuine
6b2580da-a08e-4905-95af-eacd7f78c9ee,2644,3/3/2024,1199.07,Online Shopping,POS,New York,Genuine
beef9276-fc2d-4824-ba8d-c1f07df1ee3a,7155,10/9/2023,898.63,Restaurants,Online,Denver,Genuine
d529de8d-252d-4f9b-9f19-067de781a9d4,7132,4/1/2024,3400.91,Online Shopping,ATM Withdrawal,Miami,Genuine
1554ec1f-ecb5-4d93-a0ec-8a03e144f9a2,1778,7/6/2023,3820.75,Gas Stations,ATM Withdrawal,Chicago,Genuine
5e5626bc-45cf-4f9f-85e6-76f2750dddd4,2574,12/10/2023,4686.92,Online Shopping,ATM Withdrawal,Chicago,Genuine
83f7e7fd-dced-4089-a042-6ae1b27dc584,6744,12/22/2024,2743.69,Gas Stations,POS,Los Angeles,Genuine
aa44ebb9-898e-4564-88c9-723fcf9363b2,9618,2/25/2023,850.09,Restaurants,Online,San Francisco,Genuine
661c2258-70e7-46af-8b45-604f86076e77,3793,7/25/2023,2691.72,Utilities,ATM Withdrawal,Atlanta,Genuine
baebe848-6774-4354-bc2c-2f801ac96de4,2135,11/27/2023,2841.48,Utilities,Contactless,Los Angeles,Genuine
1f93ad48-de5f-4b81-a513-84c7f922f93c,7553,7/31/2023,1291.44,Groceries,Online,Houston,Genuine
71bddd6f-80f6-4f7b-a3e3-d1243d3d1151,5330,9/17/2023,2373.56,Electronics,ATM Withdrawal,New York,Genuine
9b589868-2ebb-4ded-821d-8adfcbba083d,6400,6/2/2024,1781.7,Healthcare,POS,Denver,Genuine
fab19655-cb3b-4d0c-9120-0b8f4b0216cb,1581,6/15/2024,4475.72,Online Shopping,Online,Houston,Genuine
d1f71034-f133-48d7-b9bb-cecd568bca35,4279,10/8/2023,925.42,Utilities,ATM Withdrawal,Los Angeles,Genuine
d2c90be0-cb18-4497-9d0f-7368cf047c58,3743,2/10/2025,2356.12,Utilities,POS,Los Angeles,Genuine
0035410a-4a2f-4f38-8be9-995df6dd81ff,3137,12/23/2024,501.63,Travel,POS,New York,Genuine
b65977e1-061e-4552-ae12-36ada3e7553c,1494,8/12/2024,2269.09,Entertainment,Contactless,New York,Genuine
f1239782-7b45-41ea-ba94-9de119425ac1,1758,3/5/2024,3676.29,Gas Stations,Chip Transaction,Boston,Genuine
2fa708bb-12db-4361-9e52-12ed077b6362,6670,9/29/2023,4299.67,Restaurants,ATM Withdrawal,Los Angeles,Genuine
a54259e9-bd25-4180-ac73-93ae03f95abc,2251,4/13/2024,3224.28,Travel,Online,Atlanta,Genuine
294c56d7-134f-447a-b9cd-a00d13c72395,2804,3/24/2023,493.24,Gas Stations,ATM Withdrawal,Atlanta,Genuine
ebc6bc20-72e3-4bc4-9fd6-348aa2beb7f6,4725,6/13/2024,4964.99,Restaurants,ATM Withdrawal,Los Angeles,Genuine
dda8fe72-5655-47eb-b180-0f54980a09ee,5979,5/29/2024,2859.76,Restaurants,ATM Withdrawal,Boston,Genuine
e4b98abd-dc60-4b33-bb8a-057b8065def7,4919,9/7/2023,61.89,Restaurants,POS,Seattle,Genuine
2a601c50-073d-423a-bb68-2171e8be1154,8864,10/10/2023,793.1,Online Shopping,Contactless,Denver,Genuine
08a193ce-11e8-442d-b123-e1d14bc0dafb,6584,3/12/2024,3164.07,Travel,Contactless,Miami,Genuine
abc12f15-5aba-436d-8316-57a485096ca5,9001,7/17/2023,4642.37,Utilities,POS,Boston,Genuine
e2e2b21c-fcff-48f4-ac55-ca6a18785670,7777,5/25/2023,221.25,Entertainment,Online,Houston,Genuine
6fca9eb3-4767-45d0-8d57-b9f07e6b7588,8370,7/5/2023,3965.28,Utilities,ATM Withdrawal,Seattle,Genuine
09b2fc47-2628-450c-bf74-7f8335d65a2c,4624,1/25/2024,709.14,Restaurants,ATM Withdrawal,Seattle,Genuine
0514374e-b2f2-4f5e-817b-48e00cc2bd23,5713,2/7/2024,4478.3,Online Shopping,Chip Transaction,Miami,Genuine
d4b7bfa4-365d-4273-b1d5-539a82ffbf99,3739,7/16/2023,2788.15,Restaurants,Contactless,Chicago,Genuine
a07e1cc7-7a59-4a70-880e-7228991cf81d,9019,3/30/2024,3778.64,Utilities,Chip Transaction,New York,Genuine
13ec02c8-203a-4893-9d08-e5c3e32d4156,6357,8/2/2024,4656.98,Clothing,POS,San Francisco,Genuine
18d8d999-2ecf-41db-b0c7-0511571eeb5b,7788,2/5/2025,2490.6,Groceries,Online,Los Angeles,Genuine
e557c4d7-9715-4a6a-a352-c8331831a5c7,8036,6/26/2024,3993.15,Entertainment,Contactless,Denver,Genuine
d6b37ada-324a-4dda-a380-efa3ae42fc7b,9953,4/22/2024,767.16,Clothing,POS,Denver,Genuine
65705b1d-d7ab-430a-be0d-f6d7c442e99b,7951,5/24/2024,1099.11,Restaurants,POS,Atlanta,Fraudulent
30cfaf05-b029-45e6-ac7c-a779f58fad21,4715,3/12/2024,2098.82,Gas Stations,ATM Withdrawal,Denver,Genuine
4979a96c-a1f2-4c32-be11-fc3b9ad97d09,2548,7/28/2024,1649.32,Utilities,POS,Seattle,Genuine
3c030ac5-ac19-4037-974c-01dee409b6e7,2698,6/29/2024,1438.19,Gas Stations,Online,Chicago,Genuine
5017d7ea-6009-4b5d-9dd0-2441a5cffd13,4790,3/31/2024,3520.48,Groceries,POS,San Francisco,Genuine
394feaf8-2b23-45d6-af55-3d94e50ddded,2755,5/14/2023,306.12,Electronics,Online,Seattle,Genuine
8f8d5b5b-6e28-4b04-88e7-fe8b99ec3b86,6005,11/14/2024,2051.84,Gas Stations,ATM Withdrawal,Miami,Genuine
f459a785-aa11-4412-a595-2bbee4e6dd67,4759,11/29/2023,922.76,Restaurants,ATM Withdrawal,Denver,Genuine
87d800a9-9550-4a3a-a23f-f74897ca54f7,4149,3/20/2024,3971.4,Gas Stations,Chip Transaction,Boston,Genuine
f7c27601-8a78-49eb-b630-807fdc06417b,6139,7/4/2023,3524.47,Gas Stations,Chip Transaction,Denver,Genuine
3f758d59-d68e-40a8-9cfb-93e308329590,1454,7/1/2023,2534.12,Utilities,ATM Withdrawal,Atlanta,Genuine
22056319-259a-4efe-9e31-cce0258c0dcd,9902,7/25/2024,4245.14,Gas Stations,ATM Withdrawal,Seattle,Genuine
317c19c1-cf0c-48a5-a3c6-68af7282b72d,7914,11/18/2023,421.45,Clothing,Chip Transaction,Denver,Genuine
2c72d9dc-4f2c-43e2-9f20-6e973000d534,6022,7/9/2023,3991.9,Electronics,POS,Houston,Genuine
aae116c3-f8c6-4a7e-bf77-3b8970bdbed2,8639,5/7/2024,2468.39,Electronics,Contactless,Seattle,Genuine
91777871-117d-4624-99e6-a894efda2676,4081,2/13/2024,2207.25,Clothing,POS,San Francisco,Genuine
26d9fdd8-b95c-445e-afff-6e4f952b6691,3869,3/10/2023,3251.93,Utilities,ATM Withdrawal,Denver,Genuine
fa389f0c-25d9-4dda-ae53-be168105e3fe,4033,10/12/2024,3910.08,Groceries,Online,Chicago,Genuine
9a914d6a-fda6-4906-a3e2-08dafdf3a381,2102,6/2/2023,2824.56,Gas Stations,Online,Boston,Genuine
e4610315-80cf-4ec6-8bd4-4ddda410ec40,6638,8/10/2024,1050.42,Electronics,POS,Boston,Genuine
bff7ccf9-1862-4ecb-999b-bfde53dab18d,5434,4/29/2024,1790.31,Online Shopping,Contactless,Miami,Genuine
211b6ae9-6d51-4666-9b8f-6b6976683ad5,1129,3/28/2023,933.81,Utilities,Online,New York,Genuine
b841e488-3096-487e-aec7-2b80d8d91c75,9133,3/8/2024,3093.4,Online Shopping,Online,New York,Genuine
fe0c4ad2-2c38-4dcb-ad67-e661b2a986c0,1351,1/23/2025,4983.32,Clothing,POS,San Francisco,Genuine
a8bb020c-d1d4-4cda-aaf7-8dbf9d85f027,4685,5/6/2024,2539.8,Gas Stations,ATM Withdrawal,New York,Genuine
3f0c148e-99ed-4125-98fc-e6ea87398d1f,6733,7/17/2024,2999.34,Travel,Chip Transaction,New York,Genuine
72d3e274-7b7d-45a3-8c1a-0589af13f0b8,5680,5/25/2023,4705.48,Groceries,Chip Transaction,Boston,Genuine
9cd7d73e-1222-475b-949d-3ee19c20a8e9,2542,5/12/2024,506.52,Travel,Online,Chicago,Genuine
92e3c919-b2ed-4590-96e1-bb21b7b89df7,9691,8/19/2023,601.24,Utilities,Contactless,Atlanta,Genuine
edb58cb7-2a77-4219-90c2-72520a89f0d5,2368,8/3/2023,1774.41,Utilities,Chip Transaction,Denver,Genuine
af506b8f-9d2a-457c-be68-5abf5b20ae5d,6912,3/7/2023,4312.87,Entertainment,Chip Transaction,Miami,Genuine
bd190436-d2be-4409-ab7c-dda80c835e65,9557,11/6/2024,425.84,Travel,Online,Chicago,Genuine
6567a2f0-396a-4dbe-823c-ba5193ab98ca,7697,9/30/2024,1700.24,Restaurants,ATM Withdrawal,Miami,Genuine
1bece474-b30e-4460-bc4c-931bf7dfd839,7698,12/2/2023,3944.43,Electronics,POS,Boston,Genuine
9b397ddc-ae07-4d1d-8e8a-94ed7f35d0b2,5883,9/22/2023,1727.96,Groceries,Chip Transaction,Seattle,Genuine
4c74753a-e874-4b6c-a63f-d010e994bb9a,5417,2/9/2025,2995,Gas Stations,Chip Transaction,Boston,Genuine
a62e2f00-eccb-4d0d-981f-54a815a4dc21,8773,3/8/2023,1208.63,Groceries,POS,Miami,Genuine
aa8eab29-9f21-42eb-966c-29aef089cd9e,3057,10/18/2023,2641.21,Electronics,POS,Atlanta,Genuine
17e12807-999c-4ed4-9bb2-5e3c0a81f9e1,4371,5/9/2024,4753.77,Online Shopping,POS,Boston,Genuine
ab1c0375-1739-4d31-b62e-8408bcd1b1fd,3042,8/27/2024,243.72,Electronics,ATM Withdrawal,San Francisco,Genuine
aa1996f9-b1b5-4306-b7aa-dcfe68a7f6e2,4137,7/26/2023,4680.07,Healthcare,Chip Transaction,Miami,Genuine
f9d9091e-90d2-498c-a99a-bdf53f79e5e5,3877,10/31/2024,2606.48,Clothing,Contactless,Chicago,Genuine
4f0a2811-29aa-40cd-bdf1-94e43b1dabbd,3057,4/30/2023,1842.16,Travel,Chip Transaction,Houston,Genuine
01866de0-157c-4071-bcf1-644ad617188a,3057,10/1/2023,3049.15,Restaurants,ATM Withdrawal,Denver,Genuine
adc76151-ec34-48ea-844c-23c9a10fe257,3871,4/13/2023,3920.8,Online Shopping,POS,Boston,Fraudulent
2a8b93f1-ef71-4573-8537-20715cccb3d2,8902,3/11/2023,3511.48,Electronics,Online,Denver,Genuine
4866f3db-283a-42df-a5e1-fce4320909bc,3845,2/20/2023,1706.63,Restaurants,Contactless,Boston,Genuine
692dfa20-9f61-4ae8-819f-66be8cbb0e84,2294,12/13/2024,4338.16,Utilities,Contactless,Denver,Fraudulent
dc2cbf1e-6336-433a-a150-b0f32854ff2b,2499,6/9/2023,1808.14,Travel,Chip Transaction,Chicago,Genuine
0a688e7a-1102-4385-a24c-7ffa8c737b7d,4928,2/22/2024,4476.56,Healthcare,Online,Atlanta,Genuine
1eeabbea-05d8-41d7-bd26-9617be0d7ea8,1837,8/12/2024,4884.62,Travel,Chip Transaction,Seattle,Genuine
ac75256d-a999-4e4d-a7a8-00088086e9ba,2104,12/8/2024,4832.88,Utilities,Online,Miami,Genuine
13dea68e-3701-4836-bf99-0764ea6e53a1,4668,7/2/2024,2189.57,Travel,ATM Withdrawal,New York,Genuine
1de07a08-68cf-4958-be4f-3912ecee8c35,5038,3/11/2023,141.2,Utilities,Contactless,Atlanta,Genuine
51570b79-6b06-4357-9b5c-2c12ca9d9558,5444,2/5/2024,2026.04,Clothing,POS,Los Angeles,Genuine
5280fc91-2962-4356-8914-46634706447d,9639,4/29/2023,2851.53,Healthcare,ATM Withdrawal,Los Angeles,Genuine
eadd9c9b-87f1-4eff-b196-34a78be992b1,8050,8/19/2023,2448.48,Entertainment,Online,Los Angeles,Genuine
11a98b2d-46a0-47a9-8eff-819ba0b739f0,4000,8/28/2023,3822.07,Electronics,ATM Withdrawal,Miami,Genuine
fca09480-e788-4542-9f0b-930d31a45315,6379,1/4/2025,524.92,Healthcare,Contactless,Atlanta,Genuine
512a74f2-5bf4-4d88-87e6-845e4b709866,5752,8/16/2024,1202.8,Gas Stations,ATM Withdrawal,Boston,Genuine
b421121b-1334-4cc5-a30d-cf6cdf4d2fef,6192,3/22/2024,4392.87,Groceries,Chip Transaction,New York,Genuine
ce1c988a-faba-4691-afd2-eea5f3408559,4029,1/13/2025,1629.35,Groceries,Online,Chicago,Genuine
d9d99765-2bff-4873-a3be-9e425f7335f7,2922,7/24/2024,888.23,Restaurants,Chip Transaction,Miami,Genuine
9ac449ba-3d2f-4924-a666-1f851e577323,3903,8/15/2024,3186.66,Clothing,Online,Denver,Genuine
48484162-813e-470b-87a1-13bc71d8abba,4932,9/17/2023,3529.91,Travel,Contactless,Denver,Genuine
2fa25d2a-122e-4ba7-9623-b0b1c6e2f884,6865,9/19/2024,446.02,Restaurants,Chip Transaction,Boston,Genuine
90172710-054a-4e40-b991-770aff8ee11c,6610,12/17/2023,4596.33,Travel,Chip Transaction,Boston,Genuine
635fb071-3521-49e2-8213-8127e634dde7,2230,12/12/2023,3453.48,Utilities,POS,Atlanta,Genuine
c5446ec7-c3e0-4e22-b196-ad553820ec19,1254,5/20/2024,4375.14,Groceries,Contactless,Houston,Genuine
bf1d478a-8336-4f54-8e21-058c6dc10f93,1212,2/21/2023,2412.47,Gas Stations,Contactless,Boston,Fraudulent
afb276a6-1399-49d5-ac37-1ecc97a23711,5930,7/28/2023,3453.94,Groceries,Chip Transaction,Seattle,Genuine
150ee357-c734-42e4-9f0b-719a4d1003c8,2567,9/5/2024,1514.32,Gas Stations,Contactless,Los Angeles,Genuine
1777e4df-e8f4-443d-b8b9-347e49e0d136,8074,7/10/2023,638.91,Online Shopping,Contactless,Miami,Genuine
4210701e-77f2-4435-9280-cd7d9e3e9515,4249,10/27/2024,1684.87,Restaurants,ATM Withdrawal,Houston,Genuine
2f8cf4b8-bae9-4dcc-9fa7-c835a27ac0ff,6486,9/25/2024,2861.7,Groceries,Chip Transaction,Houston,Genuine
004d65bf-0d27-4f7c-8429-6677edd7177e,7807,6/27/2023,3596.74,Restaurants,Contactless,Denver,Genuine
f9de3467-1388-4eeb-8bc1-e67295c8d5cb,7400,3/30/2024,334.14,Travel,Online,Boston,Genuine
8a2d6b1b-8bb0-4e8a-8eef-3cea177b7590,2924,10/26/2023,4873.12,Electronics,ATM Withdrawal,Miami,Genuine
f3c3cdb3-259b-408b-a342-6712cd68cd65,9946,7/13/2023,4868.7,Groceries,Contactless,Denver,Genuine
393cad42-1217-4dc6-a5de-459c7969c095,7086,3/23/2023,1113.87,Travel,POS,Atlanta,Genuine
560f27bf-b6de-4a1c-8190-93baecf72983,2330,10/10/2023,903.05,Gas Stations,Online,New York,Genuine
92e7d609-347b-46a0-9f1e-9ca871d4d1b1,9158,7/17/2023,2667.53,Travel,ATM Withdrawal,Atlanta,Genuine
abff7b7d-19de-4b92-bf9b-41d114f9cb66,6602,8/17/2024,2654.34,Travel,ATM Withdrawal,San Francisco,Genuine
32b246c1-1015-4603-9b22-a6fcd823b1be,4526,1/9/2024,3134.44,Online Shopping,Chip Transaction,Miami,Genuine
